GIF_ID,File_Name,Caption,Enhanced_Caption,GIF_Emotion,Confidence_Score
BsZ8JyNQ1Ji9y,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BsZ8JyNQ1Ji9y.gif,batman joker GIF,a group of people in costumes and masks,curiosity,0.08945140987634659
j5ncTQKEIROne,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/j5ncTQKEIROne.gif,Go Home Backstabbing Friends GIF,"a boy with a mustache and a quote that says, you ' re, you ' re, you",confusion,0.13710081577301025
TU4IsbLjx9G2Q,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TU4IsbLjx9G2Q.gif,mockingjay part 2 film GIF,a woman with yellow hair,realization,0.10573823004961014
RH9UkgS6sKozm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RH9UkgS6sKozm.gif,Rudolph The Red Nosed Reindeer Christmas GIF,rudolph and rudolph the reindeer,amusement,0.18110999464988708
xT1R9D5z2Xm1pok6Na,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/xT1R9D5z2Xm1pok6Na.gif,Japan Japanese GIF,a man in a bathroom,realization,0.11612167209386826
xo6QL3gjGMimA,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/xo6QL3gjGMimA.gif,excited leonardo dicaprio GIF,a man with no shirt,disapproval,0.16137193143367767
aPN2C7ZONEwEe5PNXj,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aPN2C7ZONEwEe5PNXj.gif,Happy I Love You GIF by Warner Bros. Deutschland,a young man in a plaid shirt holding a white object,curiosity,0.11662143468856812
Nx2Lx1RmLadtC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Nx2Lx1RmLadtC.gif,Jack Nicholson Deal With It GIF,a man in a car with a cell,realization,0.08513570576906204
JUh0yTz4h931K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/JUh0yTz4h931K.gif,Magnify Rick Moranis GIF,a group of people,realization,0.09748613834381104
dR4VPbfL9ejKg,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dR4VPbfL9ejKg.gif,old man GIF,a woman and a man in a room,realization,0.11130661517381668
P9SmzhwWh6NWg,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/P9SmzhwWh6NWg.gif,Animated GIF,a man in a suit and tie,realization,0.12467052787542343
dcYAV9k3EZPTG,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dcYAV9k3EZPTG.gif,steve martin asshat GIF,a man in a chef ' s uniform talking to a man in a chef ' s uniform,curiosity,0.10044863075017929
HLsevXffIdQqI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/HLsevXffIdQqI.gif,frozen trailers GIF,a woman in a purple sweater,curiosity,0.12427022308111191
IImnQWkEDwYzC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/IImnQWkEDwYzC.gif,tom hanks quote GIF,a man holding a gun,anger,0.17347022891044617
1Mng0gXC5Tpcs,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1Mng0gXC5Tpcs.gif,doctor who dancing GIF by Cheezburger,a robot in a field,realization,0.10467387735843658
bo5pJyxUr3R9C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bo5pJyxUr3R9C.gif,Ryan Gosling Drive GIF,a man in a white jacket with yellow paint on his back,curiosity,0.11392630636692047
kVA5mbyY6Z6AU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/kVA5mbyY6Z6AU.gif,Reaction GIF,a man with a black hat and a black shirt,curiosity,0.08749702572822571
3o7abBAEIlO4kWucQ8,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o7abBAEIlO4kWucQ8.gif,Movie GIF by Star Wars,a yoorm sitting in a chair,embarrassment,0.08161909878253937
6U6sno5AkUsOQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/6U6sno5AkUsOQ.gif,Shocked Disney GIF,a white stuffed bird,amusement,0.12997259199619293
liUBWvASzqP0k,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/liUBWvASzqP0k.gif,Jimmy Fallon Hello GIF,a woman with a ring on her finger,realization,0.10910188406705856
DliyTFVc86qgE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/DliyTFVc86qgE.gif,dirty harry GIF,a man with a quote on his face,curiosity,0.08436597138643265
d2Z7rMZnwEzolYQ0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/d2Z7rMZnwEzolYQ0.gif,90S Catherine Ohara GIF by Home Alone,a bed with a red blanket,caring,0.12680338323116302
Jr7YlhsCbwZDG,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Jr7YlhsCbwZDG.gif,Sorry GIF,a woman with blonde hair,curiosity,0.10166788101196289
io3Y035fPzJKM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/io3Y035fPzJKM.gif,ferris buellers day off cough GIF,a young man in a red sweater,curiosity,0.11364027857780457
gZq7GstcdqVXi,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/gZq7GstcdqVXi.gif,Excited Katy Perry GIF by Katy Perry GIF Party,a woman with pink hair and a black shirt,desire,0.12340056896209717
12bO6mIZRgRHKU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/12bO6mIZRgRHKU.gif,friends GIF,a man in a towel and a towel on his head,relief,0.08075959235429764
c35RMDO6luMaQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/c35RMDO6luMaQ.gif,Mr Bean GIF,a man in a suit and tie sitting on a train,curiosity,0.09918823838233948
jzW66XbRwIePK,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/jzW66XbRwIePK.gif,waynes world comedy GIF,a woman with blonde hair,curiosity,0.10166788101196289
3o85xzYIHuDl00se3K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o85xzYIHuDl00se3K.gif, ,a group of people sitting around a table,curiosity,0.09934347122907639
vzpy2NjOKdeyk,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vzpy2NjOKdeyk.gif,sad jon stewart GIF,a man sitting on a couch with a teddy bear,amusement,0.12180968374013901
44p9S3IjhXjdS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/44p9S3IjhXjdS.gif,ace ventura GIF,a man in a white shirt,realization,0.10580017417669296
EWdsP9gHR9OFy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/EWdsP9gHR9OFy.gif,Mad Emma Stone GIF,a woman with a surprised expression in a movie,surprise,0.5401355624198914
vhfXOHbsMSY8g,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vhfXOHbsMSY8g.gif,johnny depp goodbye GIF,a man with a black hair and a white face,realization,0.10048728436231613
hsAJkbDnO8avm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/hsAJkbDnO8avm.gif,Home Alone Pepsi GIF,a group of people sitting around a table,curiosity,0.09934347122907639
z1cfTvIuE3bry,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/z1cfTvIuE3bry.gif,weird science GIF,a man wearing a baseball cap,curiosity,0.11478760093450546
gsfQaYI6szUtO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/gsfQaYI6szUtO.gif,unimpressed james bond GIF,a man in a suit and tie standing in a room,realization,0.09998122602701187
Xh1vgIUkJbPKo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Xh1vgIUkJbPKo.gif,dumb and dumber yes GIF,a man sitting at a table,realization,0.10489854216575623
omexlPoKyRKgM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/omexlPoKyRKgM.gif,Dirty Dancing GIF,a woman sitting on the floor,embarrassment,0.09440077096223831
QiLGO93p22Epy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/QiLGO93p22Epy.gif,Tired Good Night GIF,a little girl sitting on a bed with a teddy bear,caring,0.08968079835176468
231jfAgZ9N8ac,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/231jfAgZ9N8ac.gif,depressed anthony michael hall GIF,a man sitting in front of a window with a quote on it,curiosity,0.12757468223571777
26FLgVAMUwiKY99M4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/26FLgVAMUwiKY99M4.gif,GIF by HULU,a woman with long hair,realization,0.12469295412302017
BouHPD3zdVEek,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BouHPD3zdVEek.gif,star trek poker GIF,a group of people playing poker,amusement,0.1558382511138916
bxRPxJVOfCHNS,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bxRPxJVOfCHNS.gif,bridesmaids GIF,a woman in a striped dress,curiosity,0.12341027706861496
RFRFc3yjQGr04,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RFRFc3yjQGr04.gif,yo flirting GIF,a woman with sunglasses on talking on a cell,curiosity,0.09182383120059967
Z5KFinrsuLQVW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Z5KFinrsuLQVW.gif,martin freeman sigh GIF,a man in a red shirt and a woman in a black dress,curiosity,0.11105534434318542
FtBw4gIVV6fTO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/FtBw4gIVV6fTO.gif,Frustrated Toy Story GIF,a cartoon character in a kitchen with a large egg,amusement,0.4423215985298157
ZLNJcUcndjB4s,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ZLNJcUcndjB4s.gif,Friday The 13Th 80S GIF,a person in a mask with a knife,anger,0.14047886431217194
G4iTN6BzRaHyU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/G4iTN6BzRaHyU.gif,titanic GIF,a group of people standing around a boat,curiosity,0.11086636036634445
cytMOyTAI5EuDeerqV,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/cytMOyTAI5EuDeerqV.gif,Pop Culture Glitch GIF by Robert Matejcek,a circular image of a black and white background with a rainbow - colored pattern,curiosity,0.16220197081565857
26tPeuI0VimunEKdO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/26tPeuI0VimunEKdO.gif,Macaulay Culkin 90S GIF by Home Alone,a young boy with a red nose and a white shirt,curiosity,0.09946301579475403
1aM2NVojAU3GE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1aM2NVojAU3GE.gif,sad chloe grace moretz GIF,a woman sitting on a chair in front of a window,curiosity,0.11682350188493729
aHl1ghVQG1TdC,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aHl1ghVQG1TdC.gif,miley cyrus running GIF,a man and woman walking on the beach,curiosity,0.13482271134853363
A4Mw5ePRh25Z8oGpgR,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/A4Mw5ePRh25Z8oGpgR.gif,Jim Henson Popcorn GIF by Muppet Wiki,a boy wearing a hat,realization,0.08952370285987854
qNtZneOGquVxK,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/qNtZneOGquVxK.gif,the silence of the lambs GIF,a man in a suit standing in a room,realization,0.0940617173910141
UNgNO6cLSYjte,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/UNgNO6cLSYjte.gif,the red shoes GIF,a man and woman in a costume are dancing,excitement,0.20465020835399628
Ch2CxqLmtKM6mjdguo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/Ch2CxqLmtKM6mjdguo.gif,Were Here Smiling GIF by BuzzFeed,a woman sitting on a chair with a laptop,curiosity,0.0871763825416565
pVHFCtH0jYGUU,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pVHFCtH0jYGUU.gif,mad max GIF,a painting of a man with a knife,curiosity,0.13456830382347107
giiywitgl7wMgY3GtO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/giiywitgl7wMgY3GtO.gif,,the grand budapest hotel,realization,0.11231010407209396
yJd73I4hdUIGQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/yJd73I4hdUIGQ.gif,Home Alone 2 GIF,a man with a beard and a beard,realization,0.12548239529132843
vwTfxvuiHOi7C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/vwTfxvuiHOi7C.gif,fight club GIF,a man with a quote on his face,curiosity,0.08436597138643265
MWG1gTCynQJA4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/MWG1gTCynQJA4.gif,suicide squad GIF,a woman with a gun in her hand,anger,0.13137187063694
XCopjiQ1O29sA,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/XCopjiQ1O29sA.gif,Sad Bbc GIF,a man in a suit and tie standing in the rain,surprise,0.10202434659004211
b6Rgr2ktXhCww,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/b6Rgr2ktXhCww.gif,shocked john travolta GIF,two men standing next to each other men,curiosity,0.08691023290157318
OKttTanTR7bws,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/OKttTanTR7bws.gif,harry potter what GIF,a man with glasses,realization,0.11157823354005814
BYYlZ1gVn3iNy,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/BYYlZ1gVn3iNy.gif,awkward sorry not sorry GIF,the meanies are all dressed up in cheer uniforms,excitement,0.11829441040754318
TDWwXnAZbp0xW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TDWwXnAZbp0xW.gif,Elf Waving GIF,a man taking a picture of a city street,curiosity,0.15201033651828766
14nf2BIr9HDUgE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/14nf2BIr9HDUgE.gif,star trek running GIF,a man in a white suit is standing in a room,surprise,0.09194284677505493
ce66jG3Gcy1UY,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/ce66jG3Gcy1UY.gif,home alone GIF,a woman in a green apron holding a cup,curiosity,0.103363998234272
b3u8anVaWFQ9G,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/b3u8anVaWFQ9G.gif,this is the end boom GIF,a man with a beard,realization,0.12993264198303223
W9MrmldYlFm5G,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/W9MrmldYlFm5G.gif,sick kirk douglas GIF,a man and woman talking in a room,realization,0.1144338995218277
TbZ9SAB5Wzgn6,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/TbZ9SAB5Wzgn6.gif,home alone GIF,a long hallway with a man walking down the middle,curiosity,0.09538999199867249
rsZXfWjafmRa0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/rsZXfWjafmRa0.gif,eyes running GIF,a woman is walking down the street with her cell,annoyance,0.08799747377634048
8UG1edVCQECic,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/8UG1edVCQECic.gif,chris farley Tommy Callahan GIF,a man standing in front of a red wall,curiosity,0.07665068656206131
l3vR5FWuzjnZnfsoE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/l3vR5FWuzjnZnfsoE.gif,Sad Keke Palmer GIF by BET,a woman is holding a cell phone,confusion,0.08587059378623962
10v3lkyiqrIJ7a,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10v3lkyiqrIJ7a.gif,post GIF,a woman with long hair,realization,0.12469295412302017
pnN02f7FZ9psI,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/pnN02f7FZ9psI.gif,adam sandler film GIF,a television with a picture of two men talking,curiosity,0.15030652284622192
zQm0rSOmXcDm0,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/zQm0rSOmXcDm0.gif,the sopranos morning GIF,a man walking down a road,confusion,0.09758787602186203
uJESlGbxDPscM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/uJESlGbxDPscM.gif,harry potter GIF,a group of people jumping in the air,excitement,0.4057760238647461
uP3gruWhesAKxiA00v,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/uP3gruWhesAKxiA00v.gif,Glasgow Film Festival Movie GIF by Signature Entertainment,a woman in a yellow sweater,curiosity,0.11220335215330124
a9qNCd2zeCMwM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/a9qNCd2zeCMwM.gif,i miss you GIF,a woman with long hair,realization,0.12469295412302017
3o6Ztgta1v4i7pOy3u,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3o6Ztgta1v4i7pOy3u.gif,karrueche tran crying GIF by BET,a woman sitting on a couch with a pillow,realization,0.0785905048251152
3ornk7nts29Am5LIfm,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/3ornk7nts29Am5LIfm.gif,Sith Lord Unlimited Power GIF by Star Wars,a man with a white beard,realization,0.12806086242198944
lTneijCUBou4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/lTneijCUBou4.gif,Mean Girls Yes GIF,a woman sitting at a table with a drink,curiosity,0.09154671430587769
RV012Nn33GmwE,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/RV012Nn33GmwE.gif,yeah GIF,a man and woman are talking in a room,realization,0.11277859658002853
1cVsdnAKMmfny,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/1cVsdnAKMmfny.gif,ryan reynolds deadpool GIF,a man laying in a hospital bed with a quote on it,caring,0.07771410048007965
SKhNHgpJzthII,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/SKhNHgpJzthII.gif,happy wizard of oz GIF,the wizard and his friends in the wizard ' s garden,excitement,0.116414874792099
kCb3Wq8ZOq4WQ,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/kCb3Wq8ZOq4WQ.gif,chris farley GIF,a man in a white shirt,realization,0.10580017417669296
wIkSRfA6qYy1oAimB5,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/wIkSRfA6qYy1oAimB5.gif,burt reynolds film GIF,a woman and a man in a car,realization,0.09119591861963272
HqHX4xRIjle48,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/HqHX4xRIjle48.gif,neve campbell film GIF,a girl standing on a couch in front of a window,curiosity,0.1055966466665268
dIM73dIp74msM,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/dIM73dIp74msM.gif,GIF by SB Nation,a group of people standing around a cake,curiosity,0.1080382689833641
108UOkkYPawnPa,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/108UOkkYPawnPa.gif,sad tom hiddleston GIF,a man in a black shirt and a black jacket,desire,0.10433973371982574
EYQlopLILSA1O,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/EYQlopLILSA1O.gif,back to the future GIF,a man in a blue jacket holding a cell,nervousness,0.07684608548879623
13YILELIsmsRnq,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/13YILELIsmsRnq.gif,embarrassed channing tatum GIF,a man in a blue shirt,realization,0.09462524205446243
10qknPq1zzwlLW,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/10qknPq1zzwlLW.gif,sitting randal kleiser GIF,a woman with pink hair blowing a bubble,excitement,0.20030227303504944
au879GHBMcvw4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/au879GHBMcvw4.gif,martial arts peace GIF,two men sitting at a table,realization,0.09571021050214767
12IH6Dbg7xTvPO,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/12IH6Dbg7xTvPO.gif,Old Man Disney GIF,the hus and the hus of the hus,excitement,0.14209604263305664
11RuG8n1SEkLqo,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/11RuG8n1SEkLqo.gif,Sick Kill Me GIF,a man laying in a hospital bed,sadness,0.08781646937131882
6ZHUmnZdVQB9K,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/6ZHUmnZdVQB9K.gif,Alice In Wonderland Shrug GIF,a cartoon of alice and alice in alice ' s wonderland,amusement,0.4700249135494232
bhG5drYIb6RI4,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/bhG5drYIb6RI4.gif,talking jack black GIF,a man in a blue shirt and white pants,desire,0.1077042669057846
aFsZYg7iN7Q7C,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/aFsZYg7iN7Q7C.gif,the life aquatic with steve zissou running GIF,a group of people running on the beach,excitement,0.2175626903772354
in9BMG2gESo5q,/home/jecroisp/Thesis/processed_data/TestingData/downLoadedGifs/in9BMG2gESo5q.gif,france watch GIF,"the cover of the album, ' the night is coming '",excitement,0.1124536395072937
